fdc_id,name,data_type,protein,fat,carbs,kcal,alcohol,caffeine,fiber,sodium,sugar_added,cholesterol,fat_trans,fat_sat,fat_mono,fat_poly,sugar,density
167512,"Pillsbury Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough",sr_legacy_food,5.88,13.24,41.18,307.0,,,1.2,1059.0,,0.0,4.412,2.941,,,5.88,
167513,"Pillsbury, Cinnamon Rolls with Icing, refrigerated dough",sr_legacy_food,4.34,11.27,53.42,330.0,,,1.4,780.0,,0.0,4.29,3.25,,,21.34,
167514,"Kraft Foods, Shake N Bake Original Recipe, Coating for Pork, dry",sr_legacy_food,6.1,3.7,79.8,377.0,,,,2182.0,,,,,,,,
167515,"George Weston Bakeries, Thomas English Muffins",sr_legacy_food,8.0,1.8,46.0,232.0,,,,345.0,,,0.082,0.308,0.303,0.92,,
167516,"Waffles, buttermilk, frozen, ready-to-heat",sr_legacy_food,6.58,9.22,41.05,273.0,0.0,0.0,2.2,621.0,,15.0,,1.898,4.53,1.445,4.3,
167517,"Waffle, buttermilk, frozen, ready-to-heat, toasted",sr_legacy_food,7.42,9.49,48.39,309.0,0.0,0.0,2.6,710.0,,13.0,,2.275,5.292,1.502,4.41,
167518,"Waffle, buttermilk, frozen, ready-to-heat, microwaved",sr_legacy_food,6.92,9.4,44.16,289.0,,,2.4,663.0,,16.0,,2.057,4.864,1.615,4.5,
167519,"Waffle, plain, frozen, ready-to-heat, microwave",sr_legacy_food,6.71,9.91,45.41,298.0,,,2.4,682.0,,16.0,,1.58,5.195,2.24,5.04,
167520,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",sr_legacy_food,5.1,24.83,64.3,501.0,0.0,0.0,1.9,471.0,,0.0,,4.999,16.928,1.671,18.13,
167521,"Pie Crust, Cookie-type, Chocolate, Ready Crust",sr_legacy_food,6.08,22.42,64.48,484.0,0.0,8.0,2.7,503.0,,0.0,0.0,4.725,14.482,2.035,26.31,
167522,"Pie, Dutch Apple, Commercially Prepared",sr_legacy_food,2.17,11.5,44.54,290.0,0.0,0.0,1.6,200.0,,0.0,,2.313,5.797,2.117,22.02,
167523,"Pie crust, deep dish, frozen, unbaked, made with enriched flour",sr_legacy_food,5.52,28.74,46.79,468.0,,,1.4,353.0,,,,8.129,14.489,3.53,,
167524,"Waffles, chocolate chip, frozen, ready-to-heat",sr_legacy_food,5.8,10.1,45.68,297.0,0.0,10.0,1.5,529.0,,21.0,0.2,3.567,2.564,3.272,13.1,
167525,"Tostada shells, corn",sr_legacy_food,6.15,23.38,64.43,474.0,,,5.8,657.0,,,0.163,7.011,7.217,8.285,,
167526,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",sr_legacy_food,7.12,17.12,47.84,374.0,0.0,0.0,0.7,510.0,,59.0,2.027,4.612,6.794,4.428,24.9,
167527,"Bread, pound cake type, pan de torta salvadoran",sr_legacy_food,7.06,17.45,51.29,390.0,,,1.7,390.0,,,0.16,3.042,4.411,9.424,18.1,
167528,"Pastry, Pastelitos de Guava (guava pastries)",sr_legacy_food,5.48,18.5,47.76,379.0,,,2.2,231.0,,10.0,2.853,5.535,8.543,2.835,17.0,
167529,"Crackers, snack, Goya Crackers",sr_legacy_food,14.25,13.35,64.35,433.0,,,3.8,665.0,,,0.063,6.323,4.697,1.536,2.35,
167530,"Crackers, cream, Gamesa Sabrosas",sr_legacy_food,7.01,20.37,64.55,484.0,,,2.4,1148.0,,,3.969,5.362,10.625,2.45,9.37,
167531,"Crackers, cream, La Moderna Rikis Cream Crackers",sr_legacy_food,7.19,19.5,64.88,464.0,,,2.4,752.0,,,2.905,2.634,14.468,1.265,10.41,
167532,"Bread, white wheat",sr_legacy_food,10.66,2.15,43.91,238.0,0.0,0.0,9.2,478.0,,0.0,0.031,0.63,0.393,0.973,5.0,
167533,"Bagels, wheat",sr_legacy_food,10.2,1.53,48.89,250.0,0.0,0.0,4.1,439.0,,0.0,0.0,0.0,0.29,0.936,6.12,
167534,"Cream puff, eclair, custard or cream filled, iced",sr_legacy_food,4.41,18.52,37.43,334.0,0.0,0.0,0.9,265.0,,66.0,0.0,7.055,6.07,4.173,22.05,
167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",sr_legacy_food,8.01,7.58,49.27,297.0,0.0,0.0,2.4,742.0,,0.0,0.014,1.225,3.801,2.152,2.66,
167536,"Snacks, beef jerky, chopped and formed",sr_legacy_food,33.2,25.6,11.0,410.0,0.0,0.0,1.8,1785.0,,48.0,,10.85,11.305,1.011,9.0,
167537,"Snacks, corn-based, extruded, chips, plain",sr_legacy_food,6.17,33.36,57.27,539.0,0.0,0.0,4.0,514.0,,0.0,0.088,4.331,9.134,16.438,0.27,
167538,"Snacks, corn-based, extruded, chips, barbecue-flavor",sr_legacy_food,7.0,32.7,56.2,523.0,,,5.2,763.0,,0.0,,4.46,9.48,16.17,,
167539,"Snacks, corn-based, extruded, cones, plain",sr_legacy_food,5.8,26.9,62.9,510.0,,,1.1,1022.0,,0.0,,22.75,1.7,0.78,,
167540,"Snacks, fruit leather, pieces",sr_legacy_food,1.0,2.68,82.82,359.0,0.0,0.0,0.0,199.0,,0.0,,0.65,1.48,0.55,57.58,
167541,"Snacks, fruit leather, rolls",sr_legacy_food,0.1,3.0,85.8,371.0,0.0,0.0,0.0,317.0,,0.0,,0.672,1.48,0.552,49.16,
167542,"Snacks, granola bars, hard, plain",sr_legacy_food,10.1,19.8,64.4,471.0,0.0,0.0,5.3,294.0,,0.0,,2.37,4.38,12.05,28.57,
167543,"Snacks, granola bars, hard, almond",sr_legacy_food,7.7,25.5,62.0,495.0,,,4.8,256.0,,0.0,,12.51,7.74,3.76,,
167544,"Snacks, granola bars, soft, uncoated, raisin",sr_legacy_food,7.6,17.8,66.4,448.0,,,4.2,282.0,,0.0,,9.57,2.84,3.21,,
167545,"Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",sr_legacy_food,5.8,24.9,63.8,466.0,,,3.4,200.0,,5.0,,14.22,7.77,1.82,,
167546,"Candies, honey-combed, with peanut butter",sr_legacy_food,8.72,20.18,67.41,473.0,0.0,0.0,1.9,174.0,,0.0,0.029,5.735,8.496,4.794,62.68,
167547,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",sr_legacy_food,10.2,31.1,53.4,508.0,0.0,6.0,2.8,193.0,,12.0,,17.01,6.54,1.9,23.74,
167548,"Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",sr_legacy_food,9.8,20.0,62.2,432.0,,,4.2,328.0,,1.0,,5.59,8.36,4.61,,
167549,"Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",sr_legacy_food,7.29,43.55,45.06,583.0,0.0,0.0,8.1,909.0,,0.0,,6.82,9.809,23.191,0.46,0.046494281215034135
167550,"Snacks, popcorn, cakes",sr_legacy_food,9.7,3.1,80.1,384.0,0.0,0.0,2.9,288.0,,0.0,,0.48,0.92,1.35,0.72,
167551,"Snacks, popcorn, caramel-coated, with peanuts",sr_legacy_food,6.4,7.8,80.7,400.0,0.0,0.0,3.8,177.0,,0.0,0.0,1.04,2.73,3.27,45.36,
167552,"Snacks, popcorn, caramel-coated, without peanuts",sr_legacy_food,3.8,12.8,79.1,431.0,0.0,0.0,5.2,206.0,,0.0,0.0,3.61,2.88,4.48,53.19,
167553,"Snacks, potato chips, made from dried potatoes, reduced fat",sr_legacy_food,4.56,26.14,64.76,502.0,0.0,0.0,3.2,450.0,,0.0,0.139,6.759,4.553,12.201,0.63,
167554,"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",sr_legacy_food,6.6,37.0,51.3,547.0,,,1.2,541.0,,3.0,,9.47,7.12,18.78,,
167555,"Snacks, pretzels, hard, plain, salted",sr_legacy_food,10.04,2.93,80.39,384.0,0.0,0.0,3.4,1240.0,,0.0,0.004,0.391,0.727,1.291,2.21,
167556,"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",sr_legacy_food,7.5,16.7,70.9,457.0,0.0,8.0,2.4,569.0,,0.0,,7.68,5.39,2.15,38.8,
167557,"Snacks, rice cakes, brown rice, sesame seed",sr_legacy_food,7.6,3.8,81.5,392.0,,,5.4,227.0,,0.0,,0.54,1.1,1.15,,
167558,"Snacks, tortilla chips, plain, white corn, salted",sr_legacy_food,7.1,20.68,67.78,472.0,0.0,0.0,5.4,328.0,,0.0,0.812,2.811,5.664,10.769,0.78,
167559,"Snacks, tortilla chips, nacho cheese",sr_legacy_food,7.36,27.42,60.81,519.0,0.0,0.0,5.1,691.0,,0.0,0.185,3.876,9.089,12.257,2.59,
167560,"Snacks, tortilla chips, ranch-flavor",sr_legacy_food,7.19,24.63,62.74,501.0,,,4.0,519.0,,,0.345,3.539,7.047,13.528,3.03,
167561,"Snacks, trail mix, regular",sr_legacy_food,13.8,29.4,44.9,462.0,,,,229.0,,0.0,,5.55,12.53,9.65,,0.6340129256595564
167562,"Candies, ALMOND JOY Candy Bar",sr_legacy_food,4.13,26.93,59.51,479.0,,,5.0,142.0,,4.0,,17.59,5.26,1.18,48.34,
167563,"Candies, TWIZZLERS CHERRY BITES",sr_legacy_food,2.97,1.7,79.38,338.0,,,0.1,261.0,,0.0,0.54,0.25,0.49,0.04,,
167564,"Candies, NESTLE, BIT-O'-HONEY Candy Chews",sr_legacy_food,2.0,7.5,80.89,388.0,0.0,0.0,0.2,295.0,,0.0,0.0,5.5,1.03,0.338,48.0,
167565,"Candies, NESTLE, BUTTERFINGER Bar",sr_legacy_food,5.4,18.9,72.9,459.0,0.0,1.0,2.0,230.0,,0.0,0.04,9.5,5.119,3.164,45.9,0.7904027806555802
167566,"Candies, caramels, chocolate-flavor roll",sr_legacy_food,1.59,3.31,87.73,387.0,0.0,7.0,0.1,44.0,,2.0,0.963,0.967,1.929,0.266,56.32,
167567,"Baking chocolate, unsweetened, liquid",sr_legacy_food,12.1,47.7,36.2,472.0,,47.0,18.1,12.0,,0.0,,25.29,9.23,10.7,0.0,
167568,"Baking chocolate, unsweetened, squares",sr_legacy_food,14.32,52.31,28.42,642.0,0.0,80.0,16.6,24.0,,2.0,0.0,32.277,16.068,1.551,0.91,0.5579313745804096
167569,"Candies, confectioner's coating, yogurt",sr_legacy_food,5.87,27.0,63.94,522.0,0.0,0.0,0.0,88.0,,1.0,0.0,24.104,0.526,0.524,62.36,0.7185479824141638
167570,"Candies, confectioner's coating, peanut butter",sr_legacy_food,18.3,29.8,46.88,529.0,0.0,0.0,5.0,250.0,,1.0,1.763,13.12,12.829,2.053,38.3,0.7100944767387032
167571,"Candies, white chocolate",sr_legacy_food,5.87,32.09,59.24,539.0,0.0,0.0,0.2,90.0,,21.0,0.0,19.412,9.097,1.013,59.0,0.832670309032884
167572,"Ice creams, vanilla, light",sr_legacy_food,4.78,4.83,29.46,180.0,0.0,0.0,0.3,74.0,,27.0,,2.927,1.281,0.219,22.12,
167573,"Ice creams, vanilla, rich",sr_legacy_food,3.5,16.2,22.29,249.0,0.0,0.0,0.0,61.0,,92.0,,10.329,4.46,0.68,20.65,0.9045251072743005
167574,"Desserts, flan, caramel custard, prepared-from-recipe",sr_legacy_food,4.53,4.03,22.78,145.0,,0.0,0.0,53.0,,90.0,,1.799,1.266,0.392,22.78,1.293386368345495
167575,"Ice creams, vanilla",sr_legacy_food,3.5,11.0,23.6,207.0,0.0,0.0,0.7,80.0,,44.0,,6.79,2.969,0.452,21.22,
167576,"Ice creams, vanilla, light, soft-serve",sr_legacy_food,4.9,2.6,21.8,126.0,0.0,0.0,0.0,70.0,,12.0,,1.63,0.76,0.1,18.69,
167577,"Sherbet, orange",sr_legacy_food,1.1,2.0,30.4,144.0,0.0,0.0,1.3,46.0,,1.0,,1.16,0.53,0.08,24.32,0.6255594199840956
167578,"Candies, fudge, peanut butter, prepared-from-recipe",sr_legacy_food,3.78,6.59,77.75,387.0,,0.0,0.7,118.0,,3.0,,1.721,2.867,1.588,73.36,
167579,"Candies, fudge, vanilla, prepared-from-recipe",sr_legacy_food,1.05,5.45,82.15,383.0,0.0,0.0,0.0,47.0,,15.0,0.179,3.382,1.399,0.227,79.77,
167580,"Candies, fudge, vanilla with nuts",sr_legacy_food,3.0,13.69,74.61,435.0,0.0,0.0,0.9,42.0,,13.0,0.158,3.828,2.454,6.614,71.0,
167581,"Candies, NESTLE, GOOBERS Chocolate Covered Peanuts",sr_legacy_food,9.7,34.0,53.0,512.0,,,9.7,36.0,,12.0,0.07,12.1,,,43.0,
167582,"Candies, NESTLE, BABY RUTH Bar",sr_legacy_food,5.4,21.6,64.8,475.0,0.0,4.0,2.0,230.0,,0.0,0.05,12.1,5.557,2.638,54.0,
167583,"Candies, TWIZZLERS Strawberry Twists Candy",sr_legacy_food,2.56,2.32,79.16,348.0,,,0.0,287.0,,0.0,,0.0,,,39.64,
167584,"Syrups, table blends, pancake, with butter",sr_legacy_food,0.0,0.09,72.43,291.0,0.0,0.0,0.0,287.0,,0.0,,0.0,0.0,0.0,72.25,
167585,"Ice creams, chocolate, light",sr_legacy_food,5.0,7.19,25.7,187.0,0.0,2.0,0.8,71.0,,28.0,,4.38,2.055,0.241,24.71,
167586,"Candies, NESTLE, CHUNKY Bar",sr_legacy_food,7.5,27.5,60.4,519.0,,,2.5,38.0,,10.0,0.16,12.5,,,52.5,
167587,"Candies, milk chocolate",sr_legacy_food,7.65,29.66,59.4,535.0,0.0,20.0,3.4,79.0,,23.0,,18.509,7.186,1.376,51.5,0.7100944767387032
167588,"Puddings, banana, dry mix, instant, prepared with 2% milk",sr_legacy_food,2.76,1.7,19.74,105.0,0.0,0.0,0.0,296.0,,6.0,,0.971,0.46,0.118,,1.2426653342927305
167589,"Puddings, banana, dry mix, regular, prepared with 2% milk",sr_legacy_food,2.9,1.73,18.43,101.0,0.0,0.0,0.0,164.0,,7.0,,1.015,0.462,0.088,,1.2003978059154268
167590,"Andrea's, Gluten Free Soft Dinner Roll",sr_legacy_food,5.65,8.2,40.24,257.0,,,2.9,544.0,,,,,,,2.98,
167591,"Crunchmaster, Multi-Grain Crisps, Snack Crackers, Gluten-Free",sr_legacy_food,10.91,15.92,67.18,456.0,,,7.5,370.0,,,0.018,2.069,7.004,5.981,0.8,
167592,"Glutino, Gluten Free Cookies, Chocolate Vanilla Creme",sr_legacy_food,2.19,17.89,76.03,474.0,,,2.5,275.0,,,0.099,7.905,6.142,1.807,49.0,
167593,"Glutino, Gluten Free Cookies, Vanilla Creme",sr_legacy_food,2.19,18.79,77.34,487.0,,,0.0,189.0,,,0.079,8.094,6.253,1.917,49.43,
167594,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Original",sr_legacy_food,9.42,18.42,65.81,467.0,,,2.4,947.0,,,0.032,1.432,10.991,4.335,1.03,
167595,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Parmesan",sr_legacy_food,11.16,17.29,64.7,459.0,,,3.5,1187.0,,,0.084,2.614,9.223,3.431,0.83,
167596,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Pizza",sr_legacy_food,9.67,18.93,65.11,469.0,,,3.5,815.0,,,0.062,2.137,11.111,4.045,0.86,
167597,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",sr_legacy_food,3.13,10.7,52.83,320.0,,,3.5,528.0,,,0.019,0.339,7.363,2.218,8.36,
167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",sr_legacy_food,5.4,8.02,51.15,298.0,,,5.5,515.0,,,0.023,0.629,4.721,1.957,11.3,
167599,"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",sr_legacy_food,7.25,9.34,49.09,309.0,,,4.9,510.0,,,0.019,0.266,5.438,2.415,9.81,
167600,"Udi's, Gluten Free, Whole Grain Dinner Rolls",sr_legacy_food,11.8,11.6,44.29,329.0,,,11.2,507.0,,,0.034,1.381,5.352,4.944,4.2,
167601,"Van's, Gluten Free, Totally Original Pancakes",sr_legacy_food,3.31,4.55,40.32,215.0,,,1.5,331.0,,,0.013,0.48,2.376,1.241,4.06,
167602,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",sr_legacy_food,15.34,1.39,46.24,259.0,0.0,0.0,36.7,4331.0,,33.0,0.0,0.45,0.11,0.75,,0.08453505675460751
167603,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated",sr_legacy_food,1.86,0.17,5.62,31.0,0.0,0.0,4.5,526.0,,,0.0,0.05,0.01,0.09,,0.4226752837730376
167604,"Potatoes, hash brown, refrigerated, unprepared",sr_legacy_food,1.75,0.08,19.16,84.0,0.0,0.0,1.8,42.0,,0.0,,,,,0.91,0.6720537011991298
167605,"Potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",sr_legacy_food,3.24,10.3,33.99,242.0,0.0,0.0,3.6,77.0,,0.0,0.032,0.805,6.568,2.862,1.16,0.5494778689049489
167606,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",sr_legacy_food,2.16,8.92,35.58,182.0,0.0,0.0,5.7,146.0,,0.0,0.042,1.157,3.703,2.863,12.9,
167607,"Moose, meat, raw (Alaska Native)",sr_legacy_food,22.3,1.5,0.0,103.0,0.0,0.0,0.0,65.0,,54.0,,0.22,0.15,1.2,0.0,
167608,"Mashu roots, raw (Alaska Native)",sr_legacy_food,5.8,2.4,22.6,135.0,,,,,,,,,,,,
167609,"Moose, liver, braised (Alaska Native)",sr_legacy_food,24.38,4.89,3.43,155.0,,,,70.0,,389.0,,,0.65,1.07,,
167610,"Seal, bearded (Oogruk), meat, raw (Alaska Native)",sr_legacy_food,26.7,0.4,0.0,110.0,,,,,,100.0,,,,,,
167611,"Oil, bearded seal (Oogruk) (Alaska Native)",sr_legacy_food,0.56,99.6,0.0,899.0,,,,0.0,,52.0,,10.926,47.08,33.001,,
167612,"Oopah (tunicate), whole animal (Alaska Native)",sr_legacy_food,11.7,2.2,0.0,67.0,,,,,,,,,,,,
167613,"Owl, horned, flesh, raw (Alaska Native)",sr_legacy_food,22.7,5.0,0.0,136.0,,,,,,,,,,,,
167614,"Fish, salmon, king, chinook, smoked and canned (Alaska Native)",sr_legacy_food,23.2,5.9,0.0,150.0,,,,,,,,,,,,
167615,"Fish, salmon, king, chinook, smoked, brined (Alaska Native)",sr_legacy_food,39.9,30.0,0.0,430.0,,,0.0,693.0,,107.0,,6.97,16.9,0.35,,
167616,"Fish, salmon, king, chinook, liver (Alaska Native)",sr_legacy_food,16.6,8.0,4.3,156.0,,,,,,,,,,,,
167617,"Duck, scoter, white-winged, meat (Alaska Native)",sr_legacy_food,20.2,0.4,0.0,84.0,,,,,,,,,,,,
167618,"Sea cucumber, yane (Alaska Native)",sr_legacy_food,13.0,0.4,0.0,56.0,,,,,,,,,,,,
167619,"Squirrel, ground, meat (Alaska Native)",sr_legacy_food,19.3,3.8,0.0,111.0,,,,,,,,,,,,
167620,"Tea, tundra, herb and laborador combination (Alaska Native)",sr_legacy_food,0.0,0.0,0.2,1.0,,,,132.0,,0.0,,0.0,0.0,0.0,,
167621,"Walrus, meat, dried (Alaska Native)",sr_legacy_food,57.0,2.6,0.0,251.0,,,,,,,,,,,,
167622,"Deer (venison), sitka, raw (Alaska Native)",sr_legacy_food,21.5,2.66,0.0,116.0,,,,,,18.0,,0.63,0.34,0.35,,
167623,"Whale, bowhead, subcutaneous fat (blubber) (Alaska Native)",sr_legacy_food,0.4,96.5,0.0,870.0,,,,,,150.0,,,,,,
167624,"Whale, bowhead, skin and subcutaneous fat (muktuk) (Alaska Native)",sr_legacy_food,12.6,46.1,0.0,465.0,,,,,,54.0,,6.56,28.12,7.97,,
167625,"Oil, whale, bowhead (Alaska Native)",sr_legacy_food,0.0,100.0,0.0,900.0,,,,,,,,,,,,
167626,"Fish, whitefish, broad, liver (Alaska Native)",sr_legacy_food,11.0,4.4,5.1,104.0,,,,,,,,,,,,
167627,"Mush, blue corn with ash (Navajo)",sr_legacy_food,0.66,0.49,11.74,54.0,,,1.1,8.0,,,,0.074,0.109,0.208,0.19,
167628,"Cornmeal, blue (Navajo)",sr_legacy_food,10.4,5.44,76.93,398.0,,,8.7,7.0,,,,0.886,1.679,2.465,1.81,
167629,"Melon, banana (Navajo)",sr_legacy_food,0.84,0.2,4.06,21.0,,,0.3,11.0,,,,,,,3.36,
167630,Chilchen (Red Berry Beverage) (Navajo),sr_legacy_food,0.81,0.63,8.68,44.0,,,,15.0,,,,0.075,0.135,0.151,2.6,
167631,"Corn, dried (Navajo)",sr_legacy_food,9.88,5.22,74.93,386.0,,,,13.0,,,,0.82,1.483,1.9,5.38,
167632,"Squash, Indian, cooked, boiled (Navajo)",sr_legacy_food,0.31,0.15,3.22,16.0,,,1.5,,,,,,,,2.02,
167633,"Bread, kneel down (Navajo)",sr_legacy_food,4.29,2.21,39.47,195.0,,,,126.0,,,,0.353,0.603,0.847,3.74,
167634,"Mutton, cooked, roasted (Navajo)",sr_legacy_food,33.43,11.09,0.08,234.0,,,,135.0,,109.0,,5.142,4.459,0.814,,
167635,"Frybread, made with lard (Navajo)",sr_legacy_food,6.69,12.22,48.26,330.0,,,,329.0,,7.0,,4.621,4.411,1.055,2.03,
167636,Tamales (Navajo),sr_legacy_food,6.28,6.12,18.12,153.0,,,3.1,427.0,,17.0,,2.396,2.739,0.688,0.99,
167637,"Stew, steamed corn (Navajo)",sr_legacy_food,8.82,3.75,10.8,112.0,,,2.3,104.0,,,,1.603,1.497,0.392,0.51,
167638,"Fish, halibut, raw, with skin (Alaska Native)",sr_legacy_food,20.53,2.92,1.81,116.0,0.0,0.0,0.0,79.0,,72.0,,0.726,1.195,0.912,0.0,
167639,"Fish, salmon, coho (silver), raw (Alaska Native)",sr_legacy_food,22.56,5.57,0.0,140.0,0.0,0.0,0.0,58.0,,58.0,,0.904,1.79,2.41,0.0,
167640,"Blueberries, wild, raw (Alaska Native)",sr_legacy_food,1.22,0.76,12.31,61.0,0.0,0.0,2.6,6.0,,,,,,,6.46,
167641,"Oil, spotted seal (Alaska Native)",sr_legacy_food,0.0,99.32,0.0,894.0,,0.0,0.0,0.0,,,,14.74,54.52,18.06,0.0,
167642,"Fish, salmon, red, canned, bones removed (Alaska Native)",sr_legacy_food,27.31,5.76,0.0,161.0,0.0,0.0,0.0,390.0,,69.0,,0.92,2.29,1.61,0.0,
167643,"Fish, whitefish, eggs (Alaska Native)",sr_legacy_food,14.66,2.88,4.89,104.0,0.0,0.0,0.0,160.0,,439.0,,0.496,1.046,1.073,0.0,
167644,"Caribou, rump meat, half dried (Alaska Native)",sr_legacy_food,52.06,5.23,0.0,255.0,,0.0,0.0,390.0,,141.0,,1.55,1.19,0.63,0.0,
167645,"Fish, salmon, red, (sockeye), canned, smoked (Alaska Native)",sr_legacy_food,35.19,7.26,0.0,206.0,0.0,0.0,0.0,600.0,,93.0,,1.48,2.29,2.21,0.0,
167646,"Fish, salmon, red, (sockeye), kippered (Alaska Native)",sr_legacy_food,24.5,4.75,0.0,141.0,0.0,0.0,0.0,460.0,,68.0,,0.8,1.83,1.13,0.0,
167647,"Fish, salmon, king, with skin, kippered, (Alaska Native)",sr_legacy_food,23.19,12.95,0.0,209.0,0.0,0.0,0.0,870.0,,67.0,,2.44,5.86,2.09,0.0,
167648,"Fish, sheefish, raw (Alaska Native)",sr_legacy_food,22.25,2.84,0.0,115.0,0.0,0.0,0.0,52.0,,56.0,,0.49,1.08,0.7,0.0,
167649,"Buffalo, free range, top round steak, raw (Shoshone Bannock)",sr_legacy_food,21.44,1.3,0.0,97.0,,,,43.0,,,0.065,0.418,0.425,0.098,,
167650,"Seal, bearded (Oogruk), meat, partially dried (Alaska Native)",sr_legacy_food,62.38,2.31,0.0,270.0,0.0,0.0,,130.0,,,,,,,0.0,
167651,"Buffalo, free range, top round steak, cooked (Shoshone Bannock)",sr_legacy_food,32.51,1.8,0.0,146.0,,,,41.0,,82.0,0.088,0.595,0.614,0.171,,
167652,"Elk, free range, roast, eye of round, raw (Shoshone Bannock)",sr_legacy_food,19.74,2.1,0.0,98.0,0.0,0.0,0.0,43.0,,,0.032,0.828,0.897,0.122,0.0,
167653,"Corn, dried, yellow (Northern Plains Indians)",sr_legacy_food,14.48,10.64,66.27,419.0,0.0,0.0,20.5,4.0,,,,1.974,3.75,4.543,21.32,
167654,"Smelt, dried (Alaska Native)",sr_legacy_food,56.19,17.9,0.0,386.0,0.0,0.0,0.0,420.0,,249.0,,3.59,6.86,2.884,0.0,
167655,"Frybread, made with lard (Apache)",sr_legacy_food,8.38,10.14,46.01,309.0,,,1.7,671.0,,4.0,,3.631,3.5,1.306,1.54,
167656,Corned beef and potatoes in tortilla (Apache),sr_legacy_food,7.91,8.31,29.35,224.0,,,1.5,511.0,,11.0,,3.366,3.345,0.864,1.79,
167657,"ON THE BORDER, soft taco with ground beef, cheese and lettuce",sr_legacy_food,13.19,11.05,19.28,229.0,,,1.8,646.0,,30.0,0.815,4.848,4.464,1.015,1.84,
167658,"Restaurant, Mexican, soft taco with ground beef, cheese and lettuce",sr_legacy_food,12.56,10.81,17.92,219.0,,,1.5,509.0,,34.0,0.616,4.486,4.229,1.203,2.39,
167659,"Restaurant, Latino, chicken and rice, entree, prepared",sr_legacy_food,12.02,5.06,20.03,174.0,,,1.2,518.0,,36.0,0.06,1.101,1.799,1.564,0.55,0.595972150119983
167660,"Restaurant, Latino, empanadas, beef, prepared",sr_legacy_food,11.31,18.37,31.19,335.0,0.0,0.0,2.0,440.0,,26.0,0.826,5.156,7.121,4.268,1.84,
167661,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",sr_legacy_food,5.59,9.01,31.49,229.0,,,5.8,305.0,,,0.057,2.188,2.986,2.907,1.3,
167662,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",sr_legacy_food,11.72,13.25,22.39,256.0,0.0,0.0,2.9,400.0,,32.0,0.359,6.479,3.411,1.555,1.2,
167663,"Restaurant, Latino, pupusas del cerdo (pupusas, pork)",sr_legacy_food,11.51,10.43,23.02,232.0,0.0,0.0,2.6,426.0,,29.0,0.083,3.166,3.964,2.205,1.45,
167664,"Restaurant, Latino, tamale, corn",sr_legacy_food,3.48,7.21,26.68,186.0,0.0,0.0,3.2,277.0,,17.0,0.365,2.629,2.437,1.548,7.42,
167665,"Restaurant, Mexican, spanish rice",sr_legacy_food,3.28,5.29,31.16,185.0,0.0,0.0,1.2,528.0,,0.0,0.07,1.005,1.511,2.317,1.3,0.4903033291767236
167666,"Restaurant, Mexican, refried beans",sr_legacy_food,6.91,6.77,16.79,156.0,0.0,0.0,8.0,376.0,,5.0,0.087,1.84,1.834,2.344,0.78,0.6255594199840956
167667,"Restaurant, Chinese, egg rolls, assorted",sr_legacy_food,8.28,11.94,27.29,250.0,,,2.6,468.0,,16.0,0.103,2.116,3.036,5.601,,
167668,"Restaurant, Chinese, fried rice, without meat",sr_legacy_food,4.05,2.96,32.79,174.0,0.0,0.0,1.1,387.0,,18.0,0.011,0.54,0.649,1.111,0.56,0.5790651387690615
167669,"CRACKER BARREL, steak fries",sr_legacy_food,3.26,13.18,30.87,255.0,,,3.5,43.0,,0.0,0.105,2.369,3.156,6.833,0.86,
167670,"CRACKER BARREL, grilled sirloin steak",sr_legacy_food,31.52,8.52,0.0,203.0,,,,180.0,,87.0,0.426,3.045,3.405,0.742,,
167671,"CRACKER BARREL, macaroni n' cheese plate, from kid's menu",sr_legacy_food,6.46,11.51,15.58,192.0,,,0.7,374.0,,16.0,0.227,4.197,2.824,3.925,2.83,0.629786172821826
167672,"DENNY'S, french fries",sr_legacy_food,3.41,14.13,35.2,282.0,,,3.5,44.0,,0.0,0.128,2.534,3.408,6.548,0.85,
167673,"DENNY'S, top sirloin steak",sr_legacy_food,28.9,7.34,0.14,182.0,,,,349.0,,82.0,0.276,2.595,2.84,0.672,,
