fdc_id,name,data_type,protein,fat,carbs,kcal,alcohol,caffeine,fiber,sodium,sugar_added,cholesterol,fat_trans,fat_sat,fat_mono,fat_poly,sugar,density
2706570,Tuna noodle casserole with cream or white sauce,survey_fndds_food,10.12,7.3,15.41,168.0,0.0,0.0,0.7,249.0,,37.0,,3.262,1.692,0.947,2.16,0.9467926356516042
2706571,Tuna noodle casserole with mushroom sauce,survey_fndds_food,9.02,5.18,13.92,139.0,0.0,0.0,0.8,328.0,,28.0,,1.901,1.122,1.27,1.14,0.9467926356516042
2706572,Tuna and rice with mushroom sauce,survey_fndds_food,4.57,5.17,15.39,128.0,0.0,0.0,0.4,298.0,,6.0,,0.883,1.811,2.128,0.59,1.0482347037571331
2706573,Fish and rice with tomato-based sauce,survey_fndds_food,5.41,5.12,16.53,135.0,0.0,0.0,0.7,310.0,,9.0,,0.714,2.091,1.946,1.15,1.0482347037571331
2706574,Fish and rice with cream sauce,survey_fndds_food,5.54,4.98,15.76,133.0,0.0,0.0,0.2,305.0,,14.0,,1.622,1.572,1.179,1.32,1.0482347037571331
2706575,Fish and rice with mushroom sauce,survey_fndds_food,5.34,5.16,16.11,135.0,0.0,0.0,0.4,307.0,,9.0,,0.885,1.796,2.142,0.61,1.0482347037571331
2706576,Fish and noodles with mushroom sauce,survey_fndds_food,6.3,5.11,14.79,131.0,0.0,0.0,0.8,312.0,,23.0,,0.93,1.639,2.019,0.79,0.9467926356516042
2706577,Shellfish and noodles with tomato-based sauce,survey_fndds_food,6.58,5.04,15.74,135.0,0.0,0.0,1.1,239.0,,36.0,,0.782,1.887,1.781,1.36,0.9467926356516042
2706578,"Stewed salmon, Puerto Rican style",survey_fndds_food,12.02,7.02,8.47,146.0,0.0,0.0,1.3,448.0,,31.0,,1.056,2.686,2.199,1.27,0.8960716015988397
2706579,"Meat loaf, NS as to type of meat",survey_fndds_food,17.49,11.04,7.2,202.0,0.0,0.0,0.4,416.0,,78.0,,4.138,4.634,0.614,1.81,0.5917453972822526
2706580,"Meatballs, with breading, NS as to type of meat, with gravy",survey_fndds_food,12.22,7.51,6.28,143.0,0.0,0.0,0.4,499.0,,48.0,,2.882,3.184,0.403,1.22,0.9932869168666383
2706581,Meat loaf made with beef and pork,survey_fndds_food,17.27,10.5,7.18,196.0,0.0,0.0,0.4,412.0,,78.0,,3.888,4.428,0.723,1.8,0.5917453972822526
2706582,"Meat loaf made with beef, veal and pork",survey_fndds_food,17.27,10.5,7.18,196.0,0.0,0.0,0.4,412.0,,78.0,,3.888,4.428,0.723,1.8,0.5917453972822526
2706583,"Meat loaf made with beef and pork, with tomato-based sauce",survey_fndds_food,13.63,8.18,6.75,157.0,0.0,0.0,0.7,426.0,,60.0,,3.016,3.434,0.587,2.2,0.7523620051160069
2706584,"Hash, NS as to type of meat",survey_fndds_food,8.73,10.24,9.27,164.0,0.0,0.0,1.1,412.0,,32.0,,4.32,5.26,0.3,0.34,0.8030830391687714
2706585,"Vienna sausages stewed with potatoes, Puerto Rican style",survey_fndds_food,5.08,16.36,13.06,219.0,0.0,0.0,1.7,466.0,,28.0,,3.819,7.845,3.64,1.31,0.7396817466028157
2706586,"Stewed, seasoned, ground beef and pork with potatoes, Mexican style",survey_fndds_food,12.84,8.02,4.16,143.0,0.0,0.0,0.6,193.0,,43.0,,2.96,3.512,0.354,0.49,0.9383391299761434
2706587,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food,6.93,5.15,13.46,126.0,0.0,0.0,1.8,313.0,,16.0,,1.094,2.127,1.439,1.19,0.6847339597123209
2706588,"Beef, potatoes, and vegetables, excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,6.97,5.1,14.97,131.0,0.0,0.0,1.7,305.0,,16.0,,1.088,2.123,1.419,1.12,0.6847339597123209
2706589,"Corned beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food,4.76,6.0,13.73,127.0,0.0,0.0,1.8,318.0,,18.0,,1.502,2.696,1.12,1.21,0.6847339597123209
2706590,"Corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,4.84,5.38,15.35,127.0,0.0,0.0,1.7,312.0,,18.0,,1.423,2.45,0.873,1.14,0.6847339597123209
2706591,"Stew, beef, canned",survey_fndds_food,5.0,5.96,6.54,100.0,0.0,0.0,1.1,395.0,,14.0,,2.08,2.172,1.13,1.06,1.0778219736212458
2706592,"Stew, beef",survey_fndds_food,8.76,5.07,6.29,107.0,0.0,0.0,1.3,307.0,,27.0,,1.927,2.202,0.209,1.57,1.0778219736212458
2706593,"Stew, beef, with pasta",survey_fndds_food,9.76,5.23,10.81,132.0,0.0,0.0,1.1,299.0,,27.0,,1.96,2.23,0.267,0.92,1.0778219736212458
2706594,Shepherd's pie,survey_fndds_food,7.64,6.3,8.72,123.0,0.0,0.0,1.5,264.0,,27.0,,2.67,2.362,0.479,1.88,0.8453505675460752
2706595,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,5.23,7.16,11.17,129.0,0.0,0.0,1.4,302.0,,13.0,,1.327,2.971,2.201,0.94,1.0651417151080547
2706596,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,5.3,6.34,12.36,126.0,0.0,0.0,1.3,312.0,,13.0,,1.222,2.64,1.885,0.9,1.0651417151080547
2706597,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",survey_fndds_food,5.28,7.06,11.13,127.0,0.0,0.0,1.4,307.0,,12.0,,1.358,2.672,2.497,1.29,1.0651417151080547
2706598,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",survey_fndds_food,5.33,6.69,12.19,128.0,0.0,0.0,1.3,303.0,,12.0,,1.31,2.525,2.353,1.25,1.0651417151080547
2706599,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,5.33,6.96,11.13,126.0,0.0,0.0,1.7,310.0,,12.0,,1.225,2.889,2.285,1.78,1.0651417151080547
2706600,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,5.39,6.56,12.28,126.0,0.0,0.0,1.6,305.0,,12.0,,1.173,2.731,2.129,1.74,1.0651417151080547
2706601,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",survey_fndds_food,8.14,5.43,11.82,127.0,0.0,0.0,1.4,304.0,,23.0,,2.689,1.825,0.487,0.96,1.0651417151080547
2706602,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",survey_fndds_food,8.17,5.43,12.97,131.0,0.0,0.0,1.3,305.0,,23.0,,2.69,1.839,0.488,0.91,1.0651417151080547
2706603,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",survey_fndds_food,11.75,8.82,5.96,149.0,0.0,0.0,1.1,246.0,,31.0,,1.946,3.704,2.321,1.34,1.0651417151080547
2706604,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",survey_fndds_food,11.78,8.81,5.8,148.0,0.0,0.0,1.0,236.0,,31.0,,1.944,3.697,2.333,1.4,1.0651417151080547
2706605,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food,8.71,5.19,16.71,148.0,0.0,0.0,1.5,317.0,,34.0,,1.182,1.99,1.3,0.91,0.6847339597123209
2706606,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,8.78,4.91,18.29,151.0,0.0,0.0,1.4,300.0,,34.0,,1.147,1.888,1.19,0.84,0.6847339597123209
2706607,Beef chow mein or chop suey with noodles,survey_fndds_food,10.78,4.89,11.17,129.0,0.0,0.0,1.5,328.0,,22.0,,1.481,1.891,1.066,1.55,0.9298856243006827
2706608,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",survey_fndds_food,10.31,7.58,7.6,139.0,0.0,0.0,1.2,216.0,,26.0,,1.667,3.168,1.987,1.29,0.9172053657874916
2706609,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",survey_fndds_food,10.4,7.64,7.44,139.0,0.0,0.0,1.0,206.0,,26.0,,1.682,3.195,2.021,1.36,0.9172053657874916
2706610,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,6.74,5.06,13.74,126.0,0.0,0.0,1.5,310.0,,25.0,,1.037,1.968,1.434,1.62,1.0524614565948636
2706611,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,6.77,5.07,14.86,130.0,0.0,0.0,1.4,306.0,,25.0,,1.038,1.983,1.435,1.56,1.0524614565948636
2706612,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",survey_fndds_food,6.6,5.06,13.58,125.0,0.0,0.0,1.2,303.0,,24.0,,1.156,1.709,1.62,1.13,1.0524614565948636
2706613,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",survey_fndds_food,6.63,5.03,14.63,129.0,0.0,0.0,1.1,310.0,,24.0,,1.151,1.705,1.605,1.08,1.0524614565948636
2706614,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,6.65,5.04,13.81,127.0,0.0,0.0,1.1,305.0,,26.0,,1.114,1.959,1.262,0.75,1.0524614565948636
2706615,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,6.68,5.05,14.94,131.0,0.0,0.0,1.0,305.0,,26.0,,1.115,1.974,1.263,0.7,1.0524614565948636
2706616,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food,7.54,4.86,18.38,149.0,0.0,0.0,1.0,312.0,,16.0,,1.073,2.01,1.304,0.69,0.6847339597123209
2706617,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,7.62,4.29,20.0,149.0,0.0,0.0,0.9,333.0,,16.0,,1.0,1.786,1.082,0.62,0.6847339597123209
2706618,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,5.85,5.4,14.9,131.0,0.0,0.0,1.1,306.0,,12.0,,1.034,2.232,1.664,1.45,1.0524614565948636
2706619,"Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,5.91,4.99,16.08,132.0,0.0,0.0,1.0,302.0,,12.0,,0.98,2.069,1.503,1.4,1.0524614565948636
2706620,Stuffed cabbage rolls with beef and rice,survey_fndds_food,8.3,5.06,8.83,114.0,0.0,0.0,1.3,338.0,,39.0,,1.877,2.169,0.252,3.45,0.6847339597123209
2706621,Stuffed grape leaves with beef and rice,survey_fndds_food,8.15,17.03,11.3,228.0,0.0,0.0,3.1,420.0,,22.0,,3.659,9.748,1.851,2.48,0.6847339597123209
2706622,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",survey_fndds_food,5.78,5.23,14.69,130.0,0.0,0.0,0.9,311.0,,12.0,,1.131,1.891,1.772,0.97,1.0524614565948636
2706623,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",survey_fndds_food,5.81,5.23,15.73,133.0,0.0,0.0,0.8,306.0,,12.0,,1.132,1.904,1.773,0.92,1.0524614565948636
2706624,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",survey_fndds_food,8.58,5.51,15.54,147.0,0.0,0.0,0.8,303.0,,23.0,,2.713,1.864,0.502,0.58,1.0524614565948636
2706625,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",survey_fndds_food,8.18,5.24,15.85,143.0,0.0,0.0,0.7,302.0,,22.0,,2.576,1.784,0.478,0.5,1.0524614565948636
2706626,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,5.77,5.18,15.01,131.0,0.0,0.0,0.8,307.0,,13.0,,1.082,2.135,1.413,0.59,1.0524614565948636
2706627,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,5.8,5.18,16.13,135.0,0.0,0.0,0.7,314.0,,13.0,,1.083,2.149,1.414,0.54,1.0524614565948636
2706628,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",survey_fndds_food,10.56,7.7,7.9,143.0,0.0,0.0,1.1,217.0,,27.0,,1.698,3.223,2.023,1.31,0.9172053657874916
2706629,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",survey_fndds_food,10.88,7.96,7.75,145.0,0.0,0.0,0.9,212.0,,27.0,,1.757,3.334,2.109,1.36,0.9172053657874916
2706630,"Pot pie, beef",survey_fndds_food,8.92,15.37,23.95,271.0,0.0,0.0,2.0,374.0,,22.0,,5.454,6.716,1.652,3.33,0.8453505675460752
2706631,"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,6.15,6.36,11.7,127.0,0.0,0.0,0.9,306.0,,14.0,,1.452,2.532,1.668,1.12,1.0524614565948636
2706632,"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,6.19,6.16,12.85,130.0,0.0,0.0,0.8,301.0,,14.0,,1.427,2.458,1.587,1.07,1.0524614565948636
2706633,"Stuffed green pepper, Puerto Rican style",survey_fndds_food,8.89,5.84,15.63,152.0,0.0,0.0,1.7,732.0,,22.0,,2.08,2.27,0.534,3.48,
2706634,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,8.42,4.91,18.31,151.0,0.0,0.0,1.4,313.0,,32.0,,1.149,1.926,1.215,0.84,0.6847339597123209
2706635,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food,8.35,5.19,16.74,148.0,0.0,0.0,1.5,302.0,,32.0,,1.185,2.029,1.327,0.91,0.6847339597123209
2706636,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",survey_fndds_food,9.18,6.42,15.32,155.0,0.0,0.0,1.1,301.0,,35.0,,2.882,2.17,0.774,0.69,1.0186474338930205
2706637,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food,6.55,5.43,13.44,128.0,0.0,0.0,1.8,316.0,,14.0,,1.133,2.285,1.575,1.19,0.6847339597123209
2706638,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,6.48,5.02,13.75,125.0,0.0,0.0,1.5,314.0,,24.0,,1.033,1.979,1.437,1.62,1.0524614565948636
2706639,"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,5.26,5.69,15.34,131.0,0.0,0.0,1.4,381.0,,25.0,,1.532,2.242,1.36,1.74,1.0524614565948636
2706640,"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,5.22,5.69,14.19,127.0,0.0,0.0,1.5,388.0,,25.0,,1.531,2.227,1.359,1.8,1.0524614565948636
2706641,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,5.03,7.06,11.24,128.0,0.0,0.0,1.7,308.0,,10.0,,1.24,2.952,2.333,1.78,1.0651417151080547
2706642,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,5.12,6.64,12.28,127.0,0.0,0.0,1.6,301.0,,11.0,,1.186,2.795,2.18,1.74,1.0651417151080547
2706643,"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,3.73,7.53,11.61,128.0,0.0,0.0,1.4,357.0,,13.0,,1.78,3.123,2.031,1.11,1.0651417151080547
2706644,"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,3.78,7.12,12.78,128.0,0.0,0.0,1.3,352.0,,13.0,,1.729,2.962,1.87,1.06,1.0651417151080547
2706645,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,4.98,6.84,11.22,126.0,0.0,0.0,1.4,306.0,,12.0,,1.287,2.862,2.095,0.95,1.0651417151080547
2706646,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,5.03,6.43,12.37,126.0,0.0,0.0,1.3,301.0,,12.0,,1.235,2.704,1.937,0.9,1.0651417151080547
2706647,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,6.59,5.44,14.94,133.0,0.0,0.0,1.7,308.0,,14.0,,1.134,2.305,1.577,1.12,0.6847339597123209
2706648,Pork chow mein or chop suey with noodles,survey_fndds_food,10.41,6.38,11.17,143.0,0.0,0.0,1.5,325.0,,23.0,,2.014,2.586,1.199,1.55,0.9298856243006827
2706649,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",survey_fndds_food,9.96,7.89,7.9,144.0,0.0,0.0,1.1,222.0,,24.0,,1.726,3.366,2.139,1.31,0.9172053657874916
2706650,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",survey_fndds_food,10.25,8.15,7.75,147.0,0.0,0.0,0.9,217.0,,25.0,,1.786,3.481,2.229,1.36,0.9172053657874916
2706651,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,5.61,5.07,14.96,129.0,0.0,0.0,1.1,310.0,,11.0,,0.992,2.118,1.553,1.45,1.0524614565948636
2706652,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,5.64,5.07,16.08,133.0,0.0,0.0,1.0,304.0,,11.0,,0.992,2.133,1.554,1.4,1.0524614565948636
2706653,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,5.56,5.06,15.02,126.0,0.0,0.0,1.7,457.0,,11.0,,1.031,2.213,1.587,1.12,0.6847339597123209
2706654,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food,5.47,5.9,13.4,128.0,0.0,0.0,1.8,461.0,,10.0,,1.14,2.551,1.914,1.18,0.6847339597123209
2706655,Sweet and sour pork with rice,survey_fndds_food,9.81,8.83,16.46,187.0,0.0,0.0,0.6,261.0,,32.0,,2.389,3.834,2.047,7.24,1.0313276924062116
2706656,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,5.05,5.51,16.34,136.0,0.0,0.0,0.7,309.0,,14.0,,1.645,2.277,1.07,0.55,1.0651417151080547
2706657,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,5.13,5.31,15.15,130.0,0.0,0.0,1.1,316.0,,13.0,,1.537,2.18,1.16,1.47,1.0651417151080547
2706658,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,5.02,5.5,15.2,133.0,0.0,0.0,0.8,315.0,,14.0,,1.644,2.262,1.069,0.6,1.0651417151080547
2706659,Stuffed grape leaves with lamb and rice,survey_fndds_food,8.17,21.52,11.89,271.0,0.0,0.0,3.3,71.0,,25.0,,5.562,11.733,2.508,2.39,0.6847339597123209
2706660,"Stew, lamb",survey_fndds_food,8.19,6.39,6.29,117.0,0.0,0.0,1.3,308.0,,29.0,,2.65,2.638,0.494,1.57,1.0778219736212458
2706661,"Stewed rabbit, Puerto Rican style,",survey_fndds_food,17.14,12.7,6.83,214.0,0.0,0.0,1.0,440.0,,46.0,,2.615,6.796,1.668,0.92,0.9256588714629523
2706662,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,5.95,6.5,11.17,127.0,0.0,0.0,1.4,317.0,,16.0,,1.174,2.588,2.187,0.94,1.0651417151080547
2706663,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,6.01,6.1,12.31,127.0,0.0,0.0,1.3,312.0,,16.0,,1.122,2.429,2.03,0.9,1.0651417151080547
2706664,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,7.43,5.11,13.64,130.0,0.0,0.0,1.5,311.0,,28.0,,0.974,1.883,1.697,1.61,1.0524614565948636
2706665,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,7.47,5.11,14.75,134.0,0.0,0.0,1.4,305.0,,28.0,,0.975,1.897,1.698,1.55,1.0524614565948636
2706666,"Chicken or turkey, potatoes, corn, and cheese, with gravy",survey_fndds_food,4.51,6.11,13.27,123.0,0.0,0.0,1.1,353.0,,11.0,,1.461,2.236,1.595,1.0,
2706667,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food,6.16,5.97,13.29,129.0,0.0,0.0,1.8,345.0,,20.0,,0.938,2.474,2.041,1.18,0.6847339597123209
2706668,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,6.21,5.7,14.81,132.0,0.0,0.0,1.7,356.0,,20.0,,0.902,2.375,1.934,1.11,0.6847339597123209
2706669,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,4.72,6.82,11.17,123.0,0.0,0.0,1.4,342.0,,16.0,,1.089,2.824,2.275,0.94,1.0651417151080547
2706670,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,4.75,6.82,12.27,127.0,0.0,0.0,1.3,336.0,,16.0,,1.09,2.839,2.276,0.89,1.0651417151080547
2706671,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",survey_fndds_food,4.79,7.12,11.08,126.0,0.0,0.0,1.4,342.0,,14.0,,1.185,2.696,2.71,1.29,1.0651417151080547
2706672,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",survey_fndds_food,4.84,6.75,12.14,126.0,0.0,0.0,1.3,338.0,,14.0,,1.137,2.549,2.567,1.25,1.0651417151080547
2706673,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",survey_fndds_food,7.54,5.93,11.71,129.0,0.0,0.0,1.4,343.0,,26.0,,2.538,2.039,0.908,0.96,1.0651417151080547
2706674,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",survey_fndds_food,7.57,5.93,12.86,133.0,0.0,0.0,1.3,337.0,,26.0,,2.539,2.054,0.909,0.9,1.0651417151080547
2706675,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,4.81,7.02,11.09,124.0,0.0,0.0,1.7,341.0,,14.0,,1.041,2.914,2.514,1.78,1.0651417151080547
2706676,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,4.84,7.03,12.18,128.0,0.0,0.0,1.6,335.0,,14.0,,1.042,2.928,2.515,1.72,1.0651417151080547
2706677,"Stew, chicken, with pasta",survey_fndds_food,10.24,2.49,10.81,108.0,0.0,0.0,1.1,301.0,,37.0,,0.682,0.941,0.566,0.92,1.0778219736212458
2706678,"Stew, chicken",survey_fndds_food,9.24,2.34,6.29,84.0,0.0,0.0,1.3,309.0,,37.0,,0.648,0.914,0.507,1.57,1.0778219736212458
2706679,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food,7.95,5.46,16.59,147.0,0.0,0.0,1.5,351.0,,37.0,,0.949,2.103,1.691,0.9,0.6847339597123209
2706680,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,8.0,5.41,18.11,151.0,0.0,0.0,1.4,352.0,,37.0,,0.942,2.098,1.67,0.83,0.6847339597123209
2706681,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,6.08,5.62,13.69,129.0,0.0,0.0,1.1,335.0,,29.0,,0.99,2.204,1.7,0.75,0.9467926356516042
2706682,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,6.13,5.2,14.86,130.0,0.0,0.0,1.0,344.0,,29.0,,0.936,2.039,1.537,0.7,0.9467926356516042
2706683,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",survey_fndds_food,6.06,5.64,13.46,128.0,0.0,0.0,1.2,338.0,,26.0,,1.046,1.954,2.038,1.12,0.9467926356516042
2706684,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",survey_fndds_food,6.09,5.64,14.49,132.0,0.0,0.0,1.1,345.0,,26.0,,1.046,1.967,2.038,1.07,0.9467926356516042
2706685,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food,6.16,5.84,13.58,130.0,0.0,0.0,1.5,348.0,,28.0,,0.942,2.299,1.947,1.6,0.9467926356516042
2706686,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,6.19,5.84,14.69,134.0,0.0,0.0,1.4,342.0,,28.0,,0.943,2.314,1.948,1.55,0.9467926356516042
2706687,Chicken or turkey chow mein or chop suey with noodles,survey_fndds_food,9.91,5.43,11.15,131.0,0.0,0.0,1.5,408.0,,33.0,,1.455,2.12,1.25,1.54,0.9298856243006827
2706688,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",survey_fndds_food,8.9,5.97,14.16,145.0,0.0,0.0,1.1,346.0,,39.0,,2.617,1.934,0.797,0.74,1.0313276924062116
2706689,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",survey_fndds_food,8.93,5.97,15.32,149.0,0.0,0.0,1.1,340.0,,39.0,,2.618,1.949,0.799,0.69,1.0313276924062116
2706690,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food,6.78,5.47,18.2,150.0,0.0,0.0,1.0,345.0,,20.0,,0.887,2.265,1.823,0.69,0.6847339597123209
2706691,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,6.85,4.96,19.78,151.0,0.0,0.0,0.9,356.0,,20.0,,0.821,2.068,1.628,0.62,0.6847339597123209
2706692,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food,5.21,5.66,14.89,132.0,0.0,0.0,0.8,344.0,,16.0,,0.949,2.34,1.813,0.59,1.0651417151080547
